stop_date,stop_time,country_name,driver_gender,driver_age_raw,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop,vehicle_number
23/01/2020,15:44:00,Canada,M,62,54,Black,Speeding,Seatbelt,False,Frisk,Ticket,True,16-30 Min,False,GJ58QR5578
23/01/2020,15:50:00,Canada,F,68,72,Black,Seatbelt,DUI,False,Vehicle Search,Ticket,False,0-15 Min,False,UP40KM3898
23/01/2020,15:51:00,USA,F,64,38,White,Speeding,DUI,True,Vehicle Search,Arrest,False,16-30 Min,True,GJ22CC7905
23/01/2020,15:53:00,USA,M,70,37,Black,Seatbelt,Seatbelt,True,Vehicle Search,Ticket,True,30+ Min,True,WB25GG7425
23/01/2020,15:54:00,USA,M,18,74,Hispanic,Signal Violation,DUI,False,Frisk,Ticket,False,0-15 Min,True,UP81OY7943
23/01/2020,15:55:00,Canada,F,66,73,Hispanic,Drunk Driving,Seatbelt,True,Vehicle Search,Arrest,False,0-15 Min,True,RJ20MF5147
23/01/2020,16:00:00,USA,F,52,44,Asian,Speeding,Signal,False,Vehicle Search,Warning,False,30+ Min,True,WB68BQ5681
23/01/2020,16:04:00,USA,M,31,57,Asian,Seatbelt,Signal,False,Frisk,Ticket,True,30+ Min,False,RJ42YX6012
23/01/2020,16:06:00,USA,F,23,61,Asian,Signal Violation,DUI,False,Frisk,Ticket,True,30+ Min,False,UP52XA2579
23/01/2020,16:11:00,USA,M,24,71,Asian,Signal Violation,DUI,False,Frisk,Ticket,False,30+ Min,False,KA42AH9041
23/01/2020,16:14:00,Canada,M,26,19,Hispanic,Signal Violation,DUI,False,Frisk,Ticket,False,30+ Min,True,MH30YN3035
23/01/2020,16:17:00,India,F,59,25,Hispanic,Drunk Driving,Signal,False,Vehicle Search,Ticket,True,30+ Min,False,WB72UO1054
23/01/2020,16:20:00,India,F,60,57,Hispanic,Signal Violation,Speeding,True,Frisk,Warning,True,30+ Min,False,DL77GX6091
23/01/2020,16:25:00,USA,M,64,53,Black,Drunk Driving,Speeding,True,Vehicle Search,Arrest,True,0-15 Min,True,MH30CJ4011
23/01/2020,16:28:00,India,F,34,31,Asian,Signal Violation,Signal,False,Vehicle Search,Arrest,False,16-30 Min,True,RJ58FE1529
23/01/2020,16:33:00,Canada,M,38,60,White,Signal Violation,DUI,True,Vehicle Search,Ticket,False,30+ Min,True,TN30WN2040
23/01/2020,16:37:00,Canada,M,59,71,Hispanic,Speeding,Speeding,False,Frisk,Arrest,True,30+ Min,True,UP46RA3617
23/01/2020,16:39:00,India,M,38,31,Hispanic,Signal Violation,Speeding,False,Vehicle Search,Arrest,False,30+ Min,False,DL35WP3677
23/01/2020,16:40:00,India,F,26,43,Black,Signal Violation,Signal,True,Frisk,Warning,True,0-15 Min,False,DL22ZR6891
23/01/2020,16:43:00,Canada,M,22,20,White,Speeding,Seatbelt,False,Frisk,Arrest,False,16-30 Min,True,MH65KR9905
23/01/2020,16:44:00,Canada,M,51,58,Hispanic,Seatbelt,Seatbelt,False,Frisk,Arrest,False,16-30 Min,True,UP11FD1135
23/01/2020,16:52:00,India,M,47,80,White,Signal Violation,Seatbelt,True,Vehicle Search,Arrest,True,30+ Min,True,GJ92RS8696
23/01/2020,16:57:00,Canada,F,34,73,Black,Drunk Driving,Seatbelt,False,Vehicle Search,Ticket,False,0-15 Min,False,RJ91ES4242
23/01/2020,17:04:00,USA,M,47,76,Black,Speeding,Signal,False,Vehicle Search,Warning,False,30+ Min,True,RJ24UN8147
23/01/2020,17:11:00,India,M,48,77,Hispanic,Seatbelt,Signal,True,Frisk,Warning,True,0-15 Min,False,TN94FS7633
23/01/2020,17:13:00,India,M,80,34,Hispanic,Speeding,DUI,True,Frisk,Ticket,True,16-30 Min,False,GJ30CP1405
23/01/2020,17:14:00,USA,M,21,68,White,Signal Violation,Seatbelt,False,Vehicle Search,Warning,True,0-15 Min,True,UP43NL3731
23/01/2020,17:19:00,Canada,M,76,40,Black,Signal Violation,Signal,False,Vehicle Search,Warning,False,16-30 Min,True,UP82JM4073
23/01/2020,17:21:00,Canada,M,57,32,Black,Signal Violation,DUI,True,Frisk,Arrest,True,16-30 Min,True,TN32RG5948
23/01/2020,17:22:00,India,M,55,80,White,Seatbelt,DUI,True,Frisk,Warning,True,30+ Min,True,DL21DO8394
23/01/2020,17:24:00,India,M,72,78,Hispanic,Signal Violation,Speeding,False,Frisk,Arrest,False,0-15 Min,False,GJ94WP1026
23/01/2020,17:28:00,Canada,F,41,40,Black,Speeding,Speeding,True,Frisk,Arrest,False,16-30 Min,False,UP43WJ2049
23/01/2020,17:29:00,India,F,73,59,White,Seatbelt,DUI,False,Frisk,Warning,True,0-15 Min,True,RJ16AB6763
23/01/2020,17:30:00,India,F,37,58,Black,Speeding,Speeding,False,Vehicle Search,Arrest,True,16-30 Min,True,WB97PQ8636
23/01/2020,17:33:00,Canada,M,78,75,White,Seatbelt,DUI,True,Frisk,Warning,True,30+ Min,False,KA84KT2453
23/01/2020,17:42:00,USA,M,54,58,Black,Drunk Driving,Speeding,True,Frisk,Ticket,True,30+ Min,False,MH53FK7058
23/01/2020,17:43:00,Canada,M,43,60,Hispanic,Seatbelt,Seatbelt,True,Frisk,Ticket,True,0-15 Min,True,KA97RO3455
23/01/2020,17:55:00,India,M,78,78,Asian,Signal Violation,Seatbelt,True,Vehicle Search,Ticket,False,16-30 Min,False,GJ69OT7863
23/01/2020,17:59:00,USA,F,20,49,White,Seatbelt,Signal,False,Frisk,Arrest,True,16-30 Min,False,KA21EJ3457
23/01/2020,18:03:00,India,F,69,56,Black,Drunk Driving,DUI,True,Frisk,Arrest,True,0-15 Min,False,WB48TL3346
23/01/2020,18:05:00,Canada,M,50,43,Hispanic,Signal Violation,Speeding,False,Frisk,Arrest,True,16-30 Min,False,KA27GV9559
23/01/2020,18:08:00,USA,M,75,56,White,Speeding,DUI,False,Frisk,Warning,True,30+ Min,True,RJ16WS1088
23/01/2020,18:10:00,USA,M,29,67,Hispanic,Signal Violation,Signal,False,Frisk,Ticket,False,30+ Min,True,GJ42MP8207
23/01/2020,18:12:00,USA,M,62,30,Black,Speeding,DUI,False,Frisk,Arrest,False,30+ Min,True,DL56YG1855
23/01/2020,18:16:00,USA,F,57,26,Hispanic,Signal Violation,Signal,False,Vehicle Search,Warning,True,30+ Min,False,KA37JZ7865
23/01/2020,18:18:00,Canada,F,30,50,Hispanic,Seatbelt,Seatbelt,False,Frisk,Warning,True,16-30 Min,True,TN50TV2510
23/01/2020,18:20:00,India,M,78,69,Hispanic,Drunk Driving,Signal,True,Vehicle Search,Warning,True,30+ Min,True,DL54VO2542
23/01/2020,18:21:00,India,M,41,54,Asian,Drunk Driving,DUI,False,Vehicle Search,Warning,False,30+ Min,True,DL30HW4663
23/01/2020,18:23:00,India,F,68,62,Asian,Seatbelt,Signal,True,Frisk,Warning,False,30+ Min,True,DL57NN7350
23/01/2020,18:24:00,Canada,M,77,54,Asian,Seatbelt,DUI,False,Vehicle Search,Arrest,True,16-30 Min,False,GJ44YN1122
23/01/2020,18:25:00,India,F,64,24,White,Signal Violation,Speeding,False,Vehicle Search,Arrest,False,0-15 Min,True,RJ47OO7267
23/01/2020,18:26:00,Canada,F,23,34,Asian,Seatbelt,Speeding,False,Vehicle Search,Arrest,False,30+ Min,True,GJ56DA6418
23/01/2020,18:30:00,USA,F,46,46,White,Seatbelt,Speeding,False,Vehicle Search,Warning,True,16-30 Min,True,RJ47BG6923
23/01/2020,18:31:00,Canada,M,71,51,Black,Speeding,Seatbelt,True,Frisk,Warning,True,0-15 Min,False,UP56HD7328
23/01/2020,18:37:00,Canada,F,37,70,Asian,Seatbelt,DUI,False,Frisk,Warning,False,16-30 Min,True,TN46RK1270
23/01/2020,18:38:00,India,F,37,68,White,Seatbelt,DUI,True,Frisk,Arrest,True,30+ Min,False,MH48XE2704
23/01/2020,18:41:00,Canada,F,64,52,Asian,Drunk Driving,DUI,True,Frisk,Ticket,False,16-30 Min,True,TN69GF3741
23/01/2020,18:44:00,USA,F,48,72,Hispanic,Seatbelt,Signal,False,Frisk,Arrest,False,30+ Min,True,DL42CX3886
23/01/2020,18:45:00,USA,M,76,39,Black,Seatbelt,Seatbelt,False,Frisk,Arrest,True,16-30 Min,True,DL34FG8044
23/01/2020,18:46:00,India,M,74,69,White,Signal Violation,Seatbelt,True,Frisk,Ticket,True,0-15 Min,True,KA83NF7298
23/01/2020,18:53:00,India,F,73,42,Asian,Drunk Driving,Speeding,True,Frisk,Warning,True,30+ Min,True,MH21TV1090
23/01/2020,18:55:00,Canada,F,45,57,White,Seatbelt,Seatbelt,False,Vehicle Search,Arrest,False,16-30 Min,True,UP45IY1650
23/01/2020,18:56:00,USA,F,37,62,Black,Signal Violation,Speeding,True,Vehicle Search,Warning,True,0-15 Min,False,TN60ME5663
23/01/2020,18:57:00,USA,F,78,51,Black,Drunk Driving,Speeding,True,Frisk,Arrest,True,30+ Min,True,DL15BH9158
23/01/2020,18:58:00,India,M,28,32,Black,Signal Violation,DUI,False,Vehicle Search,Ticket,False,0-15 Min,False,UP31AO3445
23/01/2020,19:00:00,India,M,31,43,Hispanic,Signal Violation,Signal,False,Frisk,Arrest,False,30+ Min,True,RJ63BU6031
23/01/2020,19:01:00,India,M,62,30,Black,Drunk Driving,Signal,False,Vehicle Search,Ticket,True,0-15 Min,True,RJ47CB7907
23/01/2020,19:03:00,Canada,M,22,36,White,Signal Violation,DUI,True,Vehicle Search,Warning,True,0-15 Min,False,UP58IB5813
23/01/2020,19:08:00,India,F,68,54,Asian,Drunk Driving,Speeding,False,Frisk,Warning,False,16-30 Min,False,KA52LE3631
23/01/2020,19:10:00,Canada,F,29,24,Hispanic,Signal Violation,Speeding,False,Vehicle Search,Warning,True,30+ Min,True,WB26DC2933
23/01/2020,19:14:00,USA,M,46,77,Asian,Drunk Driving,Signal,False,Frisk,Ticket,False,16-30 Min,True,GJ94IO8950
23/01/2020,19:16:00,USA,F,23,29,Hispanic,Seatbelt,Signal,False,Vehicle Search,Ticket,False,16-30 Min,False,TN27IO3821
23/01/2020,19:21:00,India,M,54,43,Black,Drunk Driving,Seatbelt,False,Frisk,Ticket,True,30+ Min,False,KA93CU6600
23/01/2020,19:27:00,Canada,M,60,68,Black,Drunk Driving,Speeding,False,Frisk,Ticket,False,16-30 Min,False,KA23VB9522
23/01/2020,19:31:00,Canada,M,48,33,Asian,Seatbelt,Signal,True,Frisk,Arrest,True,0-15 Min,False,RJ29KN8005
23/01/2020,19:32:00,USA,M,25,38,White,Seatbelt,Signal,False,Frisk,Ticket,False,16-30 Min,False,KA73PA4487
23/01/2020,19:34:00,India,F,73,67,Asian,Speeding,Signal,True,Vehicle Search,Warning,False,30+ Min,True,RJ95HW2811
23/01/2020,19:36:00,USA,F,48,68,White,Drunk Driving,DUI,True,Vehicle Search,Warning,False,30+ Min,True,KA65LZ6283
23/01/2020,19:38:00,India,M,28,53,White,Seatbelt,Seatbelt,True,Frisk,Ticket,False,16-30 Min,False,RJ56LD3622
23/01/2020,19:45:00,USA,F,77,45,Asian,Drunk Driving,Signal,False,Vehicle Search,Arrest,False,16-30 Min,True,GJ23TS8556
23/01/2020,19:46:00,India,F,67,73,Black,Seatbelt,Seatbelt,False,Vehicle Search,Arrest,True,16-30 Min,False,MH41LA1136
23/01/2020,19:51:00,USA,F,44,70,Black,Speeding,Speeding,True,Vehicle Search,Arrest,True,30+ Min,True,MH40LE3719
23/01/2020,19:53:00,USA,F,36,20,Asian,Drunk Driving,Speeding,True,Frisk,Arrest,True,0-15 Min,False,MH22LG8385
23/01/2020,19:59:00,Canada,M,33,75,Hispanic,Drunk Driving,DUI,False,Vehicle Search,Arrest,False,16-30 Min,True,UP42AV5807
23/01/2020,20:02:00,USA,F,27,30,Black,Drunk Driving,Speeding,False,Frisk,Warning,True,16-30 Min,False,TN68VE8192
23/01/2020,20:03:00,India,M,65,57,Black,Seatbelt,Signal,True,Frisk,Warning,True,0-15 Min,False,RJ87FP4645
23/01/2020,20:04:00,USA,M,39,62,Black,Seatbelt,DUI,True,Vehicle Search,Arrest,False,30+ Min,True,GJ84NY8982
23/01/2020,20:06:00,India,M,75,38,Black,Signal Violation,Speeding,True,Vehicle Search,Arrest,True,30+ Min,False,KA58SU7316
23/01/2020,20:07:00,Canada,M,47,33,Hispanic,Speeding,DUI,False,Vehicle Search,Arrest,False,30+ Min,False,GJ44IY2849
23/01/2020,20:11:00,Canada,F,64,20,Black,Seatbelt,Seatbelt,True,Vehicle Search,Arrest,True,30+ Min,False,WB98ED4979
23/01/2020,20:13:00,USA,F,42,34,White,Signal Violation,DUI,False,Vehicle Search,Arrest,True,0-15 Min,True,RJ68PP2815
23/01/2020,20:16:00,Canada,M,24,39,White,Signal Violation,DUI,False,Frisk,Arrest,False,16-30 Min,False,GJ54NY6464
23/01/2020,20:18:00,Canada,M,37,47,Black,Speeding,DUI,True,Vehicle Search,Ticket,False,0-15 Min,False,GJ81WT9225
23/01/2020,20:20:00,Canada,M,69,55,Hispanic,Drunk Driving,Signal,True,Frisk,Arrest,False,0-15 Min,False,RJ61NY3336
23/01/2020,20:22:00,Canada,F,48,45,Hispanic,Seatbelt,Seatbelt,False,Frisk,Warning,False,16-30 Min,True,UP58XB8564
23/01/2020,20:28:00,Canada,M,23,69,White,Drunk Driving,Seatbelt,True,Frisk,Arrest,False,30+ Min,True,KA87TP1884
23/01/2020,20:30:00,India,F,51,33,White,Signal Violation,DUI,True,Frisk,Ticket,False,16-30 Min,False,DL63ZN1325
23/01/2020,20:32:00,USA,F,51,72,Asian,Drunk Driving,Speeding,True,Vehicle Search,Ticket,False,0-15 Min,True,GJ66FX4620
23/01/2020,20:33:00,India,M,78,56,White,Speeding,Speeding,True,Frisk,Arrest,False,30+ Min,False,TN95FN7040
23/01/2020,20:38:00,Canada,F,41,19,Black,Drunk Driving,DUI,True,Vehicle Search,Ticket,False,30+ Min,False,MH69UB2903
23/01/2020,20:39:00,USA,M,48,67,Black,Speeding,Seatbelt,True,Frisk,Arrest,False,0-15 Min,True,RJ34UG3447
23/01/2020,20:40:00,USA,M,76,46,Hispanic,Signal Violation,Seatbelt,True,Frisk,Warning,True,30+ Min,False,WB99HB1266
23/01/2020,20:46:00,USA,M,32,78,White,Speeding,Signal,False,Frisk,Warning,False,16-30 Min,False,MH10BE7325
23/01/2020,20:48:00,India,M,29,37,White,Speeding,Seatbelt,True,Frisk,Ticket,False,30+ Min,False,UP85OI7975
23/01/2020,20:51:00,India,M,42,42,Hispanic,Drunk Driving,Speeding,True,Frisk,Warning,True,30+ Min,False,TN11RK8750
23/01/2020,20:57:00,USA,F,71,23,Hispanic,Seatbelt,Seatbelt,True,Frisk,Warning,False,30+ Min,False,GJ78RY3375
23/01/2020,21:01:00,Canada,F,20,53,Black,Seatbelt,Speeding,False,Frisk,Ticket,False,0-15 Min,True,DL20TK9395
23/01/2020,21:02:00,India,M,40,29,Black,Drunk Driving,DUI,True,Vehicle Search,Ticket,True,0-15 Min,True,UP79TY5464
23/01/2020,21:05:00,Canada,F,38,79,White,Signal Violation,DUI,True,Frisk,Arrest,True,0-15 Min,True,WB67UH3330
23/01/2020,21:14:00,Canada,M,22,71,White,Drunk Driving,DUI,False,Frisk,Arrest,False,30+ Min,True,DL68NJ9947
23/01/2020,21:18:00,USA,M,40,43,White,Seatbelt,DUI,True,Frisk,Arrest,False,16-30 Min,False,KA70GG4984
23/01/2020,21:19:00,India,F,31,33,Black,Signal Violation,Signal,False,Vehicle Search,Ticket,True,30+ Min,False,UP97AC6192
23/01/2020,21:21:00,Canada,M,28,50,Asian,Signal Violation,DUI,True,Vehicle Search,Warning,True,30+ Min,False,RJ20HC8048
23/01/2020,21:26:00,India,M,34,25,Black,Seatbelt,DUI,False,Frisk,Ticket,True,16-30 Min,False,RJ14AI5088
23/01/2020,21:28:00,USA,F,50,79,Asian,Signal Violation,Speeding,True,Vehicle Search,Arrest,False,0-15 Min,False,MH24KK2788
23/01/2020,21:30:00,Canada,M,45,76,Black,Speeding,Seatbelt,True,Frisk,Arrest,False,30+ Min,False,RJ89YU9495
23/01/2020,21:31:00,Canada,M,72,23,White,Drunk Driving,Speeding,True,Frisk,Warning,True,16-30 Min,False,GJ67UR7441
23/01/2020,21:32:00,USA,M,43,47,Hispanic,Seatbelt,Speeding,False,Frisk,Warning,False,30+ Min,True,UP49HD8269
23/01/2020,21:33:00,Canada,F,38,80,Black,Seatbelt,DUI,False,Vehicle Search,Arrest,True,0-15 Min,False,GJ93NI2183
23/01/2020,21:35:00,USA,M,66,48,White,Speeding,DUI,True,Frisk,Warning,False,16-30 Min,False,DL54DH6609
23/01/2020,21:38:00,India,F,73,71,Hispanic,Speeding,Signal,True,Vehicle Search,Warning,True,16-30 Min,False,RJ27BI4315
23/01/2020,21:43:00,USA,M,75,19,White,Drunk Driving,DUI,True,Frisk,Arrest,False,0-15 Min,False,DL43UF6632
23/01/2020,21:46:00,India,M,31,30,Black,Signal Violation,DUI,True,Frisk,Warning,False,30+ Min,True,KA43MO1941
23/01/2020,21:47:00,India,F,67,31,Black,Drunk Driving,DUI,True,Vehicle Search,Arrest,False,0-15 Min,True,DL51SV1293
23/01/2020,21:52:00,USA,M,33,26,Black,Signal Violation,Seatbelt,False,Vehicle Search,Warning,False,0-15 Min,False,RJ24EL9484
23/01/2020,21:54:00,USA,F,27,35,Hispanic,Seatbelt,Speeding,True,Frisk,Arrest,True,0-15 Min,False,TN87HK3134
23/01/2020,21:55:00,Canada,F,71,68,Hispanic,Drunk Driving,DUI,False,Vehicle Search,Ticket,False,0-15 Min,False,KA90UC2272
23/01/2020,21:57:00,India,F,68,23,Asian,Speeding,Signal,False,Vehicle Search,Ticket,True,0-15 Min,False,GJ77EO5571
23/01/2020,22:03:00,USA,F,51,29,Asian,Drunk Driving,Speeding,False,Vehicle Search,Arrest,False,0-15 Min,True,GJ17XS1030
23/01/2020,22:05:00,India,M,21,38,Black,Speeding,Speeding,False,Frisk,Warning,False,16-30 Min,True,UP93MM3584
23/01/2020,22:08:00,Canada,M,68,28,Black,Drunk Driving,DUI,True,Vehicle Search,Ticket,False,0-15 Min,True,KA32SI7335
23/01/2020,22:09:00,USA,F,65,72,White,Signal Violation,Signal,False,Frisk,Warning,False,30+ Min,True,WB86QE5424
23/01/2020,22:12:00,USA,M,38,40,Black,Signal Violation,DUI,False,Frisk,Ticket,False,0-15 Min,True,MH32PW9414
23/01/2020,22:14:00,USA,F,79,80,White,Signal Violation,Speeding,False,Vehicle Search,Warning,True,0-15 Min,True,DL88LK8971
23/01/2020,22:15:00,USA,M,62,23,White,Drunk Driving,DUI,True,Frisk,Ticket,False,30+ Min,True,RJ39QE5024
23/01/2020,22:17:00,India,F,50,78,Black,Speeding,Seatbelt,False,Vehicle Search,Ticket,True,16-30 Min,True,TN28TF8832
23/01/2020,22:18:00,India,M,23,73,Black,Seatbelt,Seatbelt,True,Frisk,Ticket,True,0-15 Min,True,WB54TF1809
23/01/2020,22:19:00,India,M,46,57,White,Seatbelt,Signal,False,Vehicle Search,Warning,True,30+ Min,True,WB27VC5731
23/01/2020,22:21:00,USA,F,30,62,Hispanic,Signal Violation,Signal,True,Frisk,Warning,False,16-30 Min,True,DL14GQ8206
23/01/2020,22:24:00,Canada,F,47,20,White,Signal Violation,Seatbelt,True,Vehicle Search,Arrest,False,16-30 Min,True,WB50DV4799
23/01/2020,22:27:00,India,F,26,54,Black,Drunk Driving,Seatbelt,True,Vehicle Search,Ticket,True,16-30 Min,False,RJ32CH6370
23/01/2020,22:29:00,India,F,80,31,White,Seatbelt,DUI,False,Vehicle Search,Warning,False,0-15 Min,True,TN76ST2059
23/01/2020,22:30:00,Canada,F,79,25,Hispanic,Drunk Driving,DUI,False,Vehicle Search,Ticket,False,0-15 Min,True,UP23KE5806
23/01/2020,22:32:00,USA,F,19,51,Black,Seatbelt,Signal,True,Vehicle Search,Arrest,False,0-15 Min,False,UP81FU6488
23/01/2020,22:33:00,USA,M,60,34,Hispanic,Signal Violation,Signal,True,Frisk,Arrest,True,30+ Min,True,RJ78KG4621
23/01/2020,22:35:00,Canada,F,34,73,Hispanic,Seatbelt,DUI,True,Frisk,Warning,True,0-15 Min,False,RJ13OA1729
23/01/2020,22:41:00,USA,F,78,48,Asian,Signal Violation,Speeding,False,Vehicle Search,Arrest,False,30+ Min,False,RJ98TR6772
23/01/2020,22:45:00,USA,M,42,26,White,Drunk Driving,Seatbelt,True,Frisk,Ticket,True,30+ Min,False,TN49DU5078
23/01/2020,22:54:00,USA,M,68,25,White,Drunk Driving,Signal,False,Frisk,Ticket,True,30+ Min,True,WB71XT2216
23/01/2020,22:57:00,India,M,57,48,Asian,Seatbelt,Speeding,False,Frisk,Ticket,True,30+ Min,True,KA69XB3226
23/01/2020,22:59:00,India,F,60,60,White,Seatbelt,Seatbelt,False,Vehicle Search,Arrest,False,30+ Min,True,KA13YY9654
23/01/2020,23:00:00,India,M,27,29,Asian,Speeding,DUI,False,Frisk,Warning,False,16-30 Min,False,KA33ZR5412
23/01/2020,23:01:00,Canada,M,31,61,White,Drunk Driving,DUI,True,Frisk,Warning,True,0-15 Min,False,DL82PF7577
23/01/2020,23:06:00,Canada,F,77,69,White,Drunk Driving,Seatbelt,False,Vehicle Search,Ticket,True,30+ Min,False,DL86EU9482
23/01/2020,23:08:00,USA,F,51,31,Hispanic,Drunk Driving,DUI,True,Frisk,Ticket,False,0-15 Min,False,KA86SY8734
23/01/2020,23:10:00,Canada,M,64,55,Asian,Speeding,Signal,False,Frisk,Ticket,True,0-15 Min,True,MH47RE1323
23/01/2020,23:11:00,India,M,28,50,Asian,Speeding,DUI,True,Vehicle Search,Ticket,True,16-30 Min,True,RJ87PT4152
23/01/2020,23:13:00,USA,F,61,35,White,Signal Violation,Signal,True,Frisk,Arrest,False,16-30 Min,True,RJ68EL9028
23/01/2020,23:15:00,India,F,72,63,Asian,Seatbelt,Signal,False,Frisk,Arrest,False,16-30 Min,True,DL47KT4274
23/01/2020,23:17:00,India,F,19,20,Hispanic,Speeding,Seatbelt,True,Frisk,Warning,False,0-15 Min,False,TN58LF5109
23/01/2020,23:21:00,India,F,27,23,Black,Signal Violation,DUI,False,Vehicle Search,Ticket,False,16-30 Min,True,KA20FF7474
23/01/2020,23:25:00,USA,F,45,58,White,Seatbelt,Speeding,False,Frisk,Ticket,True,16-30 Min,False,UP22DM3332
23/01/2020,23:26:00,USA,M,19,23,White,Drunk Driving,Speeding,False,Frisk,Ticket,True,0-15 Min,False,GJ36WM7662
23/01/2020,23:30:00,India,F,55,37,Hispanic,Drunk Driving,Seatbelt,False,Frisk,Warning,True,30+ Min,True,GJ81WG7150
23/01/2020,23:34:00,Canada,F,23,37,Black,Speeding,Seatbelt,True,Frisk,Warning,False,30+ Min,True,GJ24ON6331
23/01/2020,23:40:00,USA,M,32,20,White,Drunk Driving,Seatbelt,True,Frisk,Arrest,False,16-30 Min,False,WB57GN8687
23/01/2020,23:44:00,USA,F,64,72,Black,Drunk Driving,DUI,False,Vehicle Search,Arrest,True,0-15 Min,False,TN90CA6314
23/01/2020,23:46:00,USA,F,71,28,Hispanic,Signal Violation,Speeding,False,Vehicle Search,Ticket,True,16-30 Min,False,MH17KM9659
23/01/2020,23:47:00,India,F,39,55,Hispanic,Signal Violation,DUI,False,Frisk,Ticket,False,0-15 Min,True,KA19AV7732
23/01/2020,23:51:00,India,M,34,19,Black,Speeding,Speeding,False,Vehicle Search,Ticket,False,30+ Min,True,MH90EL4447
23/01/2020,23:52:00,Canada,M,32,48,Black,Signal Violation,Speeding,True,Frisk,Warning,False,16-30 Min,True,WB17VR7056
23/01/2020,23:54:00,USA,M,79,34,Black,Signal Violation,Signal,False,Frisk,Arrest,True,0-15 Min,False,RJ36FL5962
23/01/2020,23:57:00,India,M,69,67,Asian,Drunk Driving,Speeding,False,Frisk,Ticket,True,0-15 Min,True,UP75NT3410
24/01/2020,0:02:00,USA,M,35,23,Black,Drunk Driving,Signal,False,Frisk,Arrest,True,16-30 Min,True,UP11LS4647
24/01/2020,0:07:00,Canada,M,46,43,Asian,Speeding,DUI,True,Vehicle Search,Ticket,False,0-15 Min,True,WB13QP3905
24/01/2020,0:08:00,India,M,46,55,Black,Signal Violation,Signal,True,Frisk,Warning,True,16-30 Min,False,KA43LU7406
24/01/2020,0:09:00,India,M,53,62,Hispanic,Signal Violation,Signal,False,Vehicle Search,Warning,False,0-15 Min,True,UP47LP4247
24/01/2020,0:10:00,USA,M,70,59,White,Speeding,Signal,False,Frisk,Arrest,True,0-15 Min,False,UP51OC1497
24/01/2020,0:11:00,India,M,29,47,Black,Speeding,DUI,False,Vehicle Search,Arrest,True,16-30 Min,True,GJ18EA6382
24/01/2020,0:14:00,USA,F,60,35,White,Speeding,DUI,True,Vehicle Search,Warning,True,0-15 Min,True,UP10RL6603
24/01/2020,0:16:00,USA,M,19,79,Asian,Seatbelt,Seatbelt,True,Frisk,Arrest,False,16-30 Min,False,MH52UJ6357
24/01/2020,0:18:00,Canada,M,33,57,Black,Speeding,Seatbelt,True,Vehicle Search,Warning,False,30+ Min,False,DL55IQ5163
24/01/2020,0:21:00,Canada,F,44,28,Asian,Seatbelt,Seatbelt,False,Vehicle Search,Warning,False,0-15 Min,True,WB12PQ5934
24/01/2020,0:22:00,India,F,80,58,Black,Seatbelt,Signal,False,Frisk,Warning,False,30+ Min,True,KA23RA9302
24/01/2020,0:23:00,India,F,51,76,Asian,Signal Violation,Signal,False,Frisk,Arrest,True,0-15 Min,False,UP88YK4427
24/01/2020,0:26:00,USA,F,78,20,White,Signal Violation,Seatbelt,False,Frisk,Warning,True,0-15 Min,True,TN21AA1392
24/01/2020,0:28:00,India,F,29,70,Hispanic,Drunk Driving,Speeding,True,Frisk,Ticket,True,30+ Min,False,WB67XI1231
24/01/2020,0:29:00,USA,M,75,57,Hispanic,Signal Violation,Seatbelt,False,Vehicle Search,Warning,False,16-30 Min,True,DL39UY3241
24/01/2020,0:32:00,Canada,M,19,79,Black,Seatbelt,DUI,False,Frisk,Ticket,False,16-30 Min,True,UP22TH3145
24/01/2020,0:34:00,India,M,29,51,Black,Drunk Driving,Speeding,False,Frisk,Arrest,False,30+ Min,False,WB76YM6694
24/01/2020,0:35:00,USA,M,56,35,Asian,Seatbelt,Speeding,False,Vehicle Search,Arrest,False,0-15 Min,True,WB28IO4513
24/01/2020,0:37:00,Canada,M,57,33,Asian,Drunk Driving,Seatbelt,True,Vehicle Search,Warning,False,30+ Min,False,TN78TA7540
24/01/2020,0:38:00,Canada,M,75,23,Hispanic,Speeding,Seatbelt,False,Vehicle Search,Warning,False,0-15 Min,True,MH32YQ5610
24/01/2020,0:42:00,India,F,72,35,Black,Drunk Driving,DUI,True,Frisk,Warning,False,0-15 Min,True,GJ99GI6962
24/01/2020,0:43:00,Canada,M,60,53,Asian,Seatbelt,Seatbelt,False,Frisk,Ticket,False,16-30 Min,True,WB50QD5265
24/01/2020,0:44:00,Canada,F,57,79,Asian,Seatbelt,Signal,False,Frisk,Warning,True,0-15 Min,False,DL78MC6388
24/01/2020,0:47:00,Canada,F,56,80,Black,Drunk Driving,Seatbelt,True,Frisk,Warning,True,16-30 Min,True,WB59AB3379
24/01/2020,0:50:00,USA,F,28,49,White,Speeding,Seatbelt,True,Frisk,Warning,False,16-30 Min,False,KA73CZ9804
24/01/2020,0:52:00,USA,M,39,61,White,Signal Violation,DUI,True,Frisk,Warning,False,30+ Min,True,GJ62VK8626
24/01/2020,0:56:00,Canada,F,27,41,Asian,Speeding,DUI,False,Frisk,Arrest,False,16-30 Min,True,UP17XH2893
